referrer,views_total,views_unique
Google,440,267
gitblit.github.io,305,89
github.com,262,80
DuckDuckGo,191,166
Bing,90,60
Baidu,23,13
yandex.ru,20,15
cn.bing.com,19,14
ecosia.org,12,12
gitblit.com,10,4
