referrer,views_total,views_unique
gitblit.github.io,531,169
Google,520,295
github.com,348,105
DuckDuckGo,46,41
Baidu,44,28
Bing,31,22
yandex.ru,19,18
zerobox.org,15,11
gitblit.com,14,8
stackoverflow.com,13,9
