time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-17 00:00:00+00:00,2.0,2.0,131,68
2022-08-18 00:00:00+00:00,4.0,4.0,107,66
2022-08-19 00:00:00+00:00,4.0,2.0,119,75
2022-08-20 00:00:00+00:00,3.0,3.0,76,52
2022-08-21 00:00:00+00:00,,,65,30
2022-08-22 00:00:00+00:00,1.0,1.0,120,63
2022-08-23 00:00:00+00:00,3.0,2.0,91,62
2022-08-24 00:00:00+00:00,1.0,1.0,208,86
2022-08-25 00:00:00+00:00,7.0,5.0,141,67
2022-08-26 00:00:00+00:00,,,141,63
2022-08-27 00:00:00+00:00,3.0,3.0,83,32
2022-08-28 00:00:00+00:00,,,28,21
2022-08-29 00:00:00+00:00,1.0,1.0,133,82
2022-08-30 00:00:00+00:00,4.0,4.0,127,83
