referrer,views_total,views_unique
Google,761,286
gitblit.github.io,648,120
github.com,233,76
DuckDuckGo,22,12
Baidu,19,11
gitblit.com,17,8
cnblogs.com,16,8
Bing,14,11
yandex.ru,8,8
stackoverflow.com,4,3
