referrer,views_total,views_unique
gitblit.github.io,355,70
Google,328,179
github.com,183,63
DuckDuckGo,122,102
Bing,92,77
cn.bing.com,43,37
groups.google.com,37,3
yandex.ru,25,22
Baidu,22,13
gitee.com,15,6
