time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-18 00:00:00+00:00,2,2,181,77
2022-03-19 00:00:00+00:00,3,3,55,30
2022-03-20 00:00:00+00:00,5,5,73,40
2022-03-21 00:00:00+00:00,2,2,185,105
2022-03-22 00:00:00+00:00,2,2,203,88
2022-03-23 00:00:00+00:00,4,3,224,97
2022-03-24 00:00:00+00:00,5,5,163,100
2022-03-25 00:00:00+00:00,3,3,218,83
2022-03-26 00:00:00+00:00,1,1,84,52
2022-03-27 00:00:00+00:00,2,2,54,37
2022-03-28 00:00:00+00:00,2,2,143,91
2022-03-29 00:00:00+00:00,275,2,144,75
2022-03-30 00:00:00+00:00,86,3,234,99
2022-03-31 00:00:00+00:00,3,3,180,99
