referrer,views_total,views_unique
Google,479,236
gitblit.github.io,429,103
DuckDuckGo,287,264
github.com,239,63
Bing,95,77
Baidu,45,23
cn.bing.com,39,33
yandex.ru,28,25
ecosia.org,14,13
gitblit.com,13,10
