referrer,views_total,views_unique
Google,264,160
gitblit.github.io,189,60
DuckDuckGo,130,113
github.com,112,39
Bing,76,62
cn.bing.com,47,34
Baidu,34,20
yandex.ru,31,28
useof.org,21,1
cnblogs.com,9,7
