time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-18 00:00:00+00:00,9,8,157,64
2022-11-19 00:00:00+00:00,1,1,109,31
2022-11-20 00:00:00+00:00,16,7,198,38
2022-11-21 00:00:00+00:00,21,8,792,86
2022-11-22 00:00:00+00:00,6,6,387,91
2022-11-23 00:00:00+00:00,4,4,171,72
2022-11-24 00:00:00+00:00,5,4,203,74
2022-11-25 00:00:00+00:00,9,6,176,55
2022-11-26 00:00:00+00:00,5,2,116,32
2022-11-27 00:00:00+00:00,3,3,69,26
2022-11-28 00:00:00+00:00,1,1,207,56
2022-11-29 00:00:00+00:00,7,6,245,74
2022-11-30 00:00:00+00:00,1,1,175,75
2022-12-01 00:00:00+00:00,1,1,123,58
