referrer,views_total,views_unique
Google,962,265
gitblit.github.io,444,69
github.com,285,71
DuckDuckGo,93,86
Bing,49,41
cn.bing.com,38,20
yandex.ru,21,18
link.csdn.net,12,10
cnblogs.com,11,6
gitblit.com,10,7
