time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-26 00:00:00+00:00,1,1,72,46
2022-03-27 00:00:00+00:00,2,2,54,37
2022-03-28 00:00:00+00:00,2,2,143,91
2022-03-29 00:00:00+00:00,275,2,144,75
2022-03-30 00:00:00+00:00,86,3,234,99
2022-03-31 00:00:00+00:00,3,3,180,99
2022-04-01 00:00:00+00:00,2,2,201,98
2022-04-02 00:00:00+00:00,3,3,85,43
2022-04-03 00:00:00+00:00,7,5,47,24
2022-04-04 00:00:00+00:00,6,4,179,85
2022-04-05 00:00:00+00:00,1,1,199,76
2022-04-06 00:00:00+00:00,3,3,160,82
2022-04-07 00:00:00+00:00,6,6,262,103
2022-04-08 00:00:00+00:00,4,4,148,64
