referrer,views_total,views_unique
Google,309,197
gitblit.github.io,309,76
github.com,233,52
DuckDuckGo,41,28
quora.com,28,4
cn.bing.com,21,12
gitblit.com,18,4
Bing,16,16
Baidu,13,9
yandex.ru,11,11
