referrer,views_total,views_unique
Google,329,188
gitblit.github.io,306,62
github.com,177,42
DuckDuckGo,106,91
Bing,68,61
cn.bing.com,50,25
gitblit.com,34,4
yandex.ru,25,20
Baidu,19,14
quora.com,19,1
