time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-29 00:00:00+00:00,274.0,1.0,116,59
2022-03-30 00:00:00+00:00,86.0,3.0,234,99
2022-03-31 00:00:00+00:00,3.0,3.0,180,99
2022-04-01 00:00:00+00:00,2.0,2.0,201,98
2022-04-02 00:00:00+00:00,3.0,3.0,85,43
2022-04-03 00:00:00+00:00,7.0,5.0,47,24
2022-04-04 00:00:00+00:00,6.0,4.0,179,85
2022-04-05 00:00:00+00:00,1.0,1.0,199,76
2022-04-06 00:00:00+00:00,3.0,3.0,160,82
2022-04-07 00:00:00+00:00,6.0,6.0,262,103
2022-04-08 00:00:00+00:00,4.0,4.0,148,64
2022-04-09 00:00:00+00:00,16.0,6.0,88,39
2022-04-10 00:00:00+00:00,,,78,35
2022-04-11 00:00:00+00:00,2.0,1.0,224,95
