time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-02 00:00:00+00:00,,,30,23
2022-10-03 00:00:00+00:00,1.0,1.0,101,49
2022-10-04 00:00:00+00:00,6.0,5.0,149,44
2022-10-05 00:00:00+00:00,2.0,2.0,176,47
2022-10-06 00:00:00+00:00,2.0,2.0,160,63
2022-10-07 00:00:00+00:00,,,108,48
2022-10-08 00:00:00+00:00,8.0,5.0,51,30
2022-10-09 00:00:00+00:00,2.0,2.0,80,32
2022-10-10 00:00:00+00:00,1.0,1.0,131,68
2022-10-11 00:00:00+00:00,5.0,5.0,244,60
2022-10-12 00:00:00+00:00,4.0,4.0,194,68
2022-10-13 00:00:00+00:00,4.0,3.0,139,64
2022-10-14 00:00:00+00:00,,,80,54
2022-10-15 00:00:00+00:00,8.0,5.0,177,35
2022-10-16 00:00:00+00:00,,,67,7
