time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-02 00:00:00+00:00,6,6,106,59
2022-11-03 00:00:00+00:00,7,7,149,69
2022-11-04 00:00:00+00:00,4,2,78,44
2022-11-05 00:00:00+00:00,6,3,55,28
2022-11-06 00:00:00+00:00,13,6,163,24
2022-11-07 00:00:00+00:00,4,4,106,56
2022-11-08 00:00:00+00:00,11,8,121,63
2022-11-09 00:00:00+00:00,10,10,253,74
2022-11-10 00:00:00+00:00,11,7,216,79
2022-11-11 00:00:00+00:00,6,5,233,65
2022-11-12 00:00:00+00:00,6,3,65,22
2022-11-13 00:00:00+00:00,2,1,54,19
2022-11-14 00:00:00+00:00,103,7,110,60
2022-11-15 00:00:00+00:00,452,5,169,67
