time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-27 00:00:00+00:00,1,1,98,40
2021-12-28 00:00:00+00:00,4,3,141,47
2021-12-29 00:00:00+00:00,6,5,93,36
2021-12-30 00:00:00+00:00,3,3,68,47
2021-12-31 00:00:00+00:00,5,3,77,25
2022-01-01 00:00:00+00:00,4,4,40,12
2022-01-02 00:00:00+00:00,2,2,19,10
2022-01-03 00:00:00+00:00,1,1,112,38
2022-01-04 00:00:00+00:00,1,1,110,38
2022-01-05 00:00:00+00:00,4,3,150,60
2022-01-06 00:00:00+00:00,6,4,154,39
2022-01-07 00:00:00+00:00,3,2,70,39
2022-01-08 00:00:00+00:00,3,3,46,12
2022-01-09 00:00:00+00:00,3,3,71,21
