referrer,views_total,views_unique
Google,856,263
gitblit.github.io,417,85
github.com,251,56
DuckDuckGo,123,109
Bing,92,83
cn.bing.com,65,30
gitblit.com,38,7
Baidu,30,17
yandex.ru,26,22
quora.com,19,1
