time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-11 00:00:00+00:00,2,2,27,13
2021-12-12 00:00:00+00:00,1,1,94,26
2021-12-13 00:00:00+00:00,7,6,448,95
2021-12-14 00:00:00+00:00,5,5,567,95
2021-12-15 00:00:00+00:00,7,6,362,83
2021-12-16 00:00:00+00:00,5,4,172,70
2021-12-17 00:00:00+00:00,7,6,282,70
2021-12-18 00:00:00+00:00,3,3,71,24
2021-12-19 00:00:00+00:00,1,1,79,20
2021-12-20 00:00:00+00:00,2,2,168,58
2021-12-21 00:00:00+00:00,5,5,89,43
2021-12-22 00:00:00+00:00,2,2,163,54
2021-12-23 00:00:00+00:00,1,1,122,29
2021-12-24 00:00:00+00:00,4,4,91,37
