referrer,views_total,views_unique
Google,337,164
gitblit.github.io,225,72
DuckDuckGo,139,120
github.com,92,33
Bing,68,61
cn.bing.com,42,22
yandex.ru,37,32
Baidu,26,21
useof.org,21,1
stackoverflow.com,11,7
