referrer,views_total,views_unique
Google,415,211
gitblit.github.io,303,87
github.com,184,71
DuckDuckGo,163,144
Bing,60,51
cn.bing.com,47,28
Baidu,40,24
yandex.ru,20,19
gitee.com,19,6
ecosia.org,15,13
