referrer,views_total,views_unique
Google,378,221
gitblit.github.io,326,80
github.com,281,73
DuckDuckGo,191,153
Bing,108,77
cn.bing.com,37,27
stackoverflow.com,25,8
yandex.ru,24,21
Baidu,20,14
StartPage,14,1
