time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-26 00:00:00+00:00,4.0,4.0,35,20
2022-06-27 00:00:00+00:00,2.0,2.0,135,75
2022-06-28 00:00:00+00:00,4.0,3.0,154,79
2022-06-29 00:00:00+00:00,3.0,3.0,180,74
2022-06-30 00:00:00+00:00,2.0,2.0,159,73
2022-07-01 00:00:00+00:00,6.0,5.0,203,56
2022-07-02 00:00:00+00:00,5.0,2.0,84,25
2022-07-03 00:00:00+00:00,2.0,2.0,54,22
2022-07-04 00:00:00+00:00,1.0,1.0,191,71
2022-07-05 00:00:00+00:00,4.0,4.0,230,69
2022-07-06 00:00:00+00:00,4.0,3.0,198,84
2022-07-07 00:00:00+00:00,4.0,4.0,158,91
2022-07-08 00:00:00+00:00,3.0,3.0,102,69
2022-07-09 00:00:00+00:00,7.0,4.0,63,36
2022-07-10 00:00:00+00:00,,,2,2
