referrer,views_total,views_unique
Google,848,246
gitblit.github.io,390,78
github.com,217,53
DuckDuckGo,121,108
Bing,83,74
cn.bing.com,64,29
quora.com,44,2
gitblit.com,38,7
Baidu,28,15
yandex.ru,26,22
