url_path,views_total,views_unique
/gitblit/gitblit,354,224
/gitblit/gitblit/issues/1384,325,283
/gitblit/gitblit/tree/master/src/main/java/com/gitblit,119,38
/gitblit/gitblit/releases,82,58
/gitblit/gitblit/tree/master/src/main/java,80,43
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/auth,78,18
/gitblit/gitblit/tree/master/src,74,47
/gitblit/gitblit/issues,72,37
/gitblit/gitblit/tree/master/src/main,66,41
/gitblit/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,38,11
