referrer,views_total,views_unique
gitblit.github.io,464,97
Google,344,223
DuckDuckGo,173,149
github.com,114,51
Bing,103,76
cn.bing.com,52,36
stackoverflow.com,23,6
yandex.ru,18,17
gitee.com,16,4
Baidu,15,14
