referrer,views_total,views_unique
Google,348,167
gitblit.github.io,268,78
github.com,186,49
DuckDuckGo,128,116
Bing,90,65
cn.bing.com,52,35
yandex.ru,30,24
Baidu,10,10
useof.org,10,1
wiki.intra.xiaojukeji.com,7,1
