referrer,views_total,views_unique
Google,307,156
gitblit.github.io,208,77
DuckDuckGo,162,139
github.com,84,33
Bing,67,54
cn.bing.com,42,28
yandex.ru,38,32
Baidu,23,18
stackoverflow.com,10,7
gitee.com,9,4
