referrer,views_total,views_unique
Google,388,210
gitblit.github.io,173,58
github.com,156,57
DuckDuckGo,92,85
Bing,54,47
cn.bing.com,33,26
yandex.ru,21,19
Baidu,12,12
link.csdn.net,11,6
zhidao.baidu.com,9,1
