referrer,views_total,views_unique
Google,479,246
gitblit.github.io,417,92
github.com,216,75
DuckDuckGo,161,139
Bing,74,63
cn.bing.com,36,24
Baidu,24,19
yandex.ru,22,20
ecosia.org,14,12
gitblit.com,13,7
