time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-21 00:00:00+00:00,2.0,2.0,164,92
2022-03-22 00:00:00+00:00,2.0,2.0,203,88
2022-03-23 00:00:00+00:00,4.0,3.0,224,97
2022-03-24 00:00:00+00:00,5.0,5.0,163,100
2022-03-25 00:00:00+00:00,3.0,3.0,218,83
2022-03-26 00:00:00+00:00,1.0,1.0,84,52
2022-03-27 00:00:00+00:00,2.0,2.0,54,37
2022-03-28 00:00:00+00:00,2.0,2.0,143,91
2022-03-29 00:00:00+00:00,275.0,2.0,144,75
2022-03-30 00:00:00+00:00,86.0,3.0,234,99
2022-03-31 00:00:00+00:00,3.0,3.0,180,99
2022-04-01 00:00:00+00:00,2.0,2.0,201,98
2022-04-02 00:00:00+00:00,3.0,3.0,85,43
2022-04-03 00:00:00+00:00,7.0,5.0,47,24
2022-04-04 00:00:00+00:00,,,2,2
