url_path,views_total,views_unique
/gitblit-org/gitblit-docker/blob/master/Dockerfile,39,7
/gitblit-org/gitblit-docker,24,14
/gitblit-org/gitblit-docker/blob/master/docker-entrypoint.sh,17,1
/gitblit-org/gitblit-docker/blob/master/hub-readme.md,6,3
/gitblit-org/gitblit-docker/blob/master/Dockerfile.alpine,6,2
/gitblit-org/gitblit-docker/issues/4,4,4
/gitblit-org/gitblit-docker/blob/master/.dockerignore,4,1
/gitblit-org/gitblit-docker/blob/master/generate/Dockerfile.template,4,1
/gitblit-org/gitblit-docker/blob/master/generate/generate_dockerfile.sh,4,1
/gitblit-org/gitblit-docker/actions,2,2
