url_path,views_total,views_unique
/gitblit-org/gitblit-docker,33,11
/gitblit-org/gitblit-docker/blob/master/Dockerfile,7,3
/gitblit-org/gitblit-docker/issues/12,6,1
/gitblit-org/gitblit-docker/blob/master/docker-entrypoint.sh,5,3
/gitblit-org/gitblit-docker/tree/master/migrate,5,2
/gitblit-org/gitblit-docker/tree/master/generate,4,3
/gitblit-org/gitblit-docker/search,4,2
/gitblit-org/gitblit-docker/blob/master/generate/Dockerfile.template,2,2
/gitblit-org/gitblit-docker/issues,2,2
/gitblit-org/gitblit-docker/blob/master/migrate/migrate-data,2,1
