url_path,views_total,views_unique
/gitblit-org/gitblit-docker/blob/master/Dockerfile,37,6
/gitblit-org/gitblit-docker,21,13
/gitblit-org/gitblit-docker/blob/master/docker-entrypoint.sh,17,1
/gitblit-org/gitblit-docker/issues/4,4,4
/gitblit-org/gitblit-docker/blob/master/hub-readme.md,4,2
/gitblit-org/gitblit-docker/blob/master/Dockerfile.alpine,4,1
/gitblit-org/gitblit-docker/blob/master/.dockerignore,4,1
/gitblit-org/gitblit-docker/blob/master/generate/Dockerfile.template,4,1
/gitblit-org/gitblit-docker/blob/master/generate/generate_dockerfile.sh,4,1
/gitblit-org/gitblit-docker/actions,2,2
