url_path,views_total,views_unique
/gitblit-org/gitblit-docker,24,15
/gitblit-org/gitblit-docker/blob/master/Dockerfile,20,5
/gitblit-org/gitblit-docker/blob/master/hub-readme.md,7,5
/gitblit-org/gitblit-docker/tree/master/generate,4,2
/gitblit-org/gitblit-docker/issues/11,2,2
/gitblit-org/gitblit-docker/tags,2,1
/gitblit-org/gitblit-docker/tree/master/migrate,2,1
/gitblit-org/gitblit-docker/releases/tag/v1.9.0-1,1,1
/gitblit-org/gitblit-docker/releases/tag/v1.9.3-2,1,1
/gitblit-org/gitblit-docker/tree/master,1,1
