url_path,views_total,views_unique
/gitblit-org/gitblit-docker,13,10
/gitblit-org/gitblit-docker/blob/master/Dockerfile,8,3
/gitblit-org/gitblit-docker/blob/v1.9.3-2/Dockerfile,3,1
/gitblit-org/gitblit-docker/blob/master/docker-entrypoint.sh,2,1
/gitblit-org/gitblit-docker/blob/master/hub-readme.md,2,1
/gitblit-org/gitblit-docker/tags,2,1
/gitblit-org/gitblit-docker/tree/v1.9.3-2,2,1
/gitblit-org/gitblit-docker/actions,1,1
/gitblit-org/gitblit-docker/issues,1,1
/gitblit-org/gitblit-docker/projects,1,1
